sales_ship_number,sales_product_key,sales_customer_id,sales_order_date,sales_ship_date,sales_due_date,sales,quantity,sales_price
SO72477,TI-M823,11848,2013-12-06,2013-12-13,2013-12-18,35.0,1,35.0
SO72478,TI-M823,13201,2013-12-06,2013-12-13,2013-12-18,35.0,1,35.0
SO72479,BK-M68S-46,18860,2013-12-06,2013-12-13,2013-12-18,2320.0,1,2320.0
SO72480,BK-M68B-42,18537,2013-12-06,2013-12-13,2013-12-18,2295.0,1,2295.0
SO72481,BK-M38S-38,15466,2013-12-06,2013-12-13,2013-12-18,769.0,1,769.0
SO72482,BK-M68B-42,18512,2013-12-06,2013-12-13,2013-12-18,2295.0,1,2295.0
SO72483,BK-M68S-46,18395,2013-12-06,2013-12-13,2013-12-18,2320.0,1,2320.0
SO72484,BK-M68S-38,16657,2013-12-06,2013-12-13,2013-12-18,2320.0,1,2320.0
SO72485,BK-R79Y-40,16029,2013-12-06,2013-12-13,2013-12-18,1701.0,1,1701.0
SO72486,BK-R89B-52,22908,2013-12-06,2013-12-13,2013-12-18,2443.0,1,2443.0
SO72487,BK-R89B-58,22857,2013-12-06,2013-12-13,2013-12-18,2443.0,1,2443.0
SO72488,BK-R79Y-42,22988,2013-12-06,2013-12-13,2013-12-18,1701.0,1,1701.0
SO72489,BK-R79Y-44,16025,2013-12-06,2013-12-13,2013-12-18,1701.0,1,1701.0
SO72490,BK-R64Y-38,26571,2013-12-06,2013-12-13,2013-12-18,1120.0,1,1120.0
SO72491,BK-R64Y-40,27702,2013-12-06,2013-12-13,2013-12-18,1120.0,1,1120.0
SO72492,BK-M18B-44,13021,2013-12-06,2013-12-13,2013-12-18,540.0,1,540.0
SO72493,BK-M68S-42,14012,2013-12-06,2013-12-13,2013-12-18,2320.0,1,2320.0
SO72494,BK-M38S-40,17328,2013-12-06,2013-12-13,2013-12-18,769.0,1,769.0
SO72495,BK-M68B-38,13111,2013-12-06,2013-12-13,2013-12-18,2295.0,1,2295.0
SO72496,BK-T79Y-60,28297,2013-12-06,2013-12-13,2013-12-18,2384.0,1,2384.0
SO72497,BK-T18U-58,26681,2013-12-06,2013-12-13,2013-12-18,742.0,1,742.0
SO72498,BK-T79U-54,23074,2013-12-06,2013-12-13,2013-12-18,2384.0,1,2384.0
SO72499,BK-R19B-58,20744,2013-12-06,2013-12-13,2013-12-18,540.0,1,540.0
SO72500,BK-R19B-58,24321,2013-12-06,2013-12-13,2013-12-18,540.0,1,540.0
SO72501,BK-R64Y-44,21923,2013-12-06,2013-12-13,2013-12-18,1120.0,1,1120.0
SO72502,BK-R64Y-42,14888,2013-12-06,2013-12-13,2013-12-18,1120.0,1,1120.0
SO72503,BK-R79Y-40,18525,2013-12-06,2013-12-13,2013-12-18,1701.0,1,1701.0
SO72504,BK-R79Y-48,18980,2013-12-06,2013-12-13,2013-12-18,1701.0,1,1701.0
SO72505,BK-R79Y-48,18998,2013-12-06,2013-12-13,2013-12-18,1701.0,1,1701.0
SO72506,BK-R79Y-48,18803,2013-12-06,2013-12-13,2013-12-18,1701.0,1,1701.0
SO72507,BK-R79Y-48,22618,2013-12-06,2013-12-13,2013-12-18,1701.0,1,1701.0
SO72508,BK-R64Y-42,25582,2013-12-06,2013-12-13,2013-12-18,1120.0,1,1120.0
SO72509,BK-R19B-44,28474,2013-12-06,2013-12-13,2013-12-18,540.0,1,540.0
SO72510,BK-R19B-48,25552,2013-12-06,2013-12-13,2013-12-18,540.0,1,540.0
SO72511,BK-T79Y-54,13257,2013-12-06,2013-12-13,2013-12-18,2384.0,1,2384.0
SO72512,BK-T18U-50,15130,2013-12-06,2013-12-13,2013-12-18,742.0,1,742.0
SO72513,BK-R19B-52,28120,2013-12-06,2013-12-13,2013-12-18,540.0,1,540.0
SO72514,BK-R79Y-40,24592,2013-12-07,2013-12-14,2013-12-19,1701.0,1,1701.0
SO72515,TT-M928,17234,2013-12-07,2013-12-14,2013-12-19,5.0,1,5.0
SO72516,WB-H098,24376,2013-12-07,2013-12-14,2013-12-19,5.0,1,5.0
SO72517,CL-9009,13668,2013-12-07,2013-12-14,2013-12-19,8.0,1,8.0
SO72518,GL-H102-S,12351,2013-12-07,2013-12-14,2013-12-19,24.0,1,24.0
SO72519,TI-T723,19623,2013-12-07,2013-12-14,2013-12-19,29.0,1,29.0
SO72520,BK-M38S-38,19474,2013-12-07,2013-12-14,2013-12-19,769.0,1,769.0
SO72521,BK-M68B-42,15620,2013-12-07,2013-12-14,2013-12-19,2295.0,1,2295.0
SO72522,TI-R628,28760,2013-12-07,2013-12-14,2013-12-19,25.0,1,25.0
SO72523,TI-R982,25376,2013-12-07,2013-12-14,2013-12-19,33.0,1,33.0
SO72524,TI-M267,26243,2013-12-07,2013-12-14,2013-12-19,25.0,1,25.0
SO72525,TI-M602,19870,2013-12-07,2013-12-14,2013-12-19,30.0,1,30.0
SO72526,TI-M602,12916,2013-12-07,2013-12-14,2013-12-19,30.0,1,30.0
SO72527,TI-M602,11262,2013-12-07,2013-12-14,2013-12-19,30.0,1,30.0
SO72528,TT-M928,24260,2013-12-07,2013-12-14,2013-12-19,5.0,1,5.0
SO72529,BC-M005,20540,2013-12-07,2013-12-14,2013-12-19,10.0,1,10.0
SO72530,BC-M005,20521,2013-12-07,2013-12-14,2013-12-19,10.0,1,10.0
SO72531,WB-H098,16858,2013-12-07,2013-12-14,2013-12-19,5.0,1,5.0
SO72532,WB-H098,16806,2013-12-07,2013-12-14,2013-12-19,5.0,1,5.0
SO72533,TT-M928,15358,2013-12-07,2013-12-14,2013-12-19,5.0,1,5.0
SO72534,TT-M928,14764,2013-12-07,2013-12-14,2013-12-19,5.0,1,5.0
SO72535,FE-6654,20773,2013-12-07,2013-12-14,2013-12-19,22.0,1,22.0
SO72536,TI-M602,17638,2013-12-07,2013-12-14,2013-12-19,30.0,1,30.0
SO72537,TT-R982,14187,2013-12-07,2013-12-14,2013-12-19,4.0,1,4.0
SO72538,TI-M267,16941,2013-12-07,2013-12-14,2013-12-19,25.0,1,25.0
SO72539,WB-H098,23971,2013-12-07,2013-12-14,2013-12-19,5.0,1,5.0
SO72540,WB-H098,22474,2013-12-07,2013-12-14,2013-12-19,5.0,1,5.0
SO72541,TI-M602,23617,2013-12-07,2013-12-14,2013-12-19,30.0,1,30.0
SO72542,TI-T723,12592,2013-12-07,2013-12-14,2013-12-19,29.0,1,29.0
SO72543,WB-H098,24216,2013-12-07,2013-12-14,2013-12-19,5.0,1,5.0
SO72544,TI-M823,11726,2013-12-07,2013-12-14,2013-12-19,35.0,1,35.0
SO72545,BK-M18B-42,16229,2013-12-07,2013-12-14,2013-12-19,540.0,1,540.0
SO72546,BK-M68S-42,18514,2013-12-07,2013-12-14,2013-12-19,2320.0,1,2320.0
SO72547,BK-M68S-42,18519,2013-12-07,2013-12-14,2013-12-19,2320.0,1,2320.0
SO72548,BK-M38S-42,15422,2013-12-07,2013-12-14,2013-12-19,769.0,1,769.0
SO72549,BK-M68B-46,13482,2013-12-07,2013-12-14,2013-12-19,2295.0,1,2295.0
SO72550,BK-M68B-46,18420,2013-12-07,2013-12-14,2013-12-19,2295.0,1,2295.0
SO72551,BK-M68B-42,20708,2013-12-07,2013-12-14,2013-12-19,2295.0,1,2295.0
SO72552,BK-M68S-46,18432,2013-12-07,2013-12-14,2013-12-19,2320.0,1,2320.0
SO72553,BK-M68S-42,18435,2013-12-07,2013-12-14,2013-12-19,2320.0,1,2320.0
SO72554,BK-M68B-42,18478,2013-12-07,2013-12-14,2013-12-19,2295.0,1,2295.0
SO72555,BK-R64Y-44,18457,2013-12-07,2013-12-14,2013-12-19,1120.0,1,1120.0
SO72556,BK-R64Y-42,18461,2013-12-07,2013-12-14,2013-12-19,1120.0,1,1120.0
SO72557,BK-R64Y-44,27696,2013-12-07,2013-12-14,2013-12-19,1120.0,1,1120.0
SO72558,BK-R64Y-42,27697,2013-12-07,2013-12-14,2013-12-19,1120.0,1,1120.0
SO72559,BK-R19B-58,27486,2013-12-07,2013-12-14,2013-12-19,540.0,1,540.0
SO72560,BK-R64Y-38,27715,2013-12-07,2013-12-14,2013-12-19,1120.0,1,1120.0
SO72561,BK-M68B-42,16607,2013-12-07,2013-12-14,2013-12-19,2295.0,1,2295.0
SO72562,BK-M38S-40,17334,2013-12-07,2013-12-14,2013-12-19,769.0,1,769.0
SO72563,BK-T44U-54,26298,2013-12-07,2013-12-14,2013-12-19,1215.0,1,1215.0
SO72564,BK-T79Y-54,28154,2013-12-07,2013-12-14,2013-12-19,2384.0,1,2384.0
SO72565,BK-T79U-50,28156,2013-12-07,2013-12-14,2013-12-19,2384.0,1,2384.0
SO72566,BK-T79Y-46,15567,2013-12-07,2013-12-14,2013-12-19,2384.0,1,2384.0
SO72567,BK-T79Y-54,15566,2013-12-07,2013-12-14,2013-12-19,2384.0,1,2384.0
SO72568,BK-R19B-44,24388,2013-12-07,2013-12-14,2013-12-19,540.0,1,540.0
SO72569,BK-R19B-48,23873,2013-12-07,2013-12-14,2013-12-19,540.0,1,540.0
SO72570,BK-R19B-58,23895,2013-12-07,2013-12-14,2013-12-19,540.0,1,540.0
SO72571,BK-R19B-52,23878,2013-12-07,2013-12-14,2013-12-19,540.0,1,540.0
SO72572,BK-R64Y-42,22152,2013-12-07,2013-12-14,2013-12-19,1120.0,1,1120.0
SO72573,BK-R64Y-44,21148,2013-12-07,2013-12-14,2013-12-19,1120.0,1,1120.0
SO72574,BK-R79Y-48,19357,2013-12-07,2013-12-14,2013-12-19,1701.0,1,1701.0
SO72575,BK-R79Y-48,26984,2013-12-07,2013-12-14,2013-12-19,1701.0,1,1701.0
SO72576,BK-R79Y-44,19295,2013-12-07,2013-12-14,2013-12-19,1701.0,1,1701.0
SO72577,BK-R79Y-42,22602,2013-12-07,2013-12-14,2013-12-19,1701.0,1,1701.0
SO72578,BK-R19B-52,14774,2013-12-07,2013-12-14,2013-12-19,540.0,1,540.0
SO72579,BK-R19B-48,24057,2013-12-07,2013-12-14,2013-12-19,540.0,1,540.0
SO72580,BK-T79Y-50,12222,2013-12-07,2013-12-14,2013-12-19,2384.0,1,2384.0
SO72581,BK-T44U-50,14262,2013-12-07,2013-12-14,2013-12-19,1215.0,1,1215.0
SO72582,TI-M602,21390,2013-12-08,2013-12-15,2013-12-20,30.0,1,30.0
SO72583,TI-R092,19961,2013-12-08,2013-12-15,2013-12-20,21.0,1,21.0
SO72584,TT-M928,24891,2013-12-08,2013-12-15,2013-12-20,5.0,1,5.0
SO72585,TT-T092,23308,2013-12-08,2013-12-15,2013-12-20,5.0,1,5.0
SO72586,SJ-0194-M,17059,2013-12-08,2013-12-15,2013-12-20,54.0,1,54.0
SO72587,BK-R89B-48,20931,2013-12-08,2013-12-15,2013-12-20,2443.0,1,2443.0
SO72588,BK-M68B-42,22836,2013-12-08,2013-12-15,2013-12-20,2295.0,1,2295.0
SO72589,BK-M68S-46,26388,2013-12-08,2013-12-15,2013-12-20,2320.0,1,2320.0
SO72590,BK-M68S-46,19454,2013-12-08,2013-12-15,2013-12-20,2320.0,1,2320.0
SO72591,BK-M68B-38,21542,2013-12-08,2013-12-15,2013-12-20,2295.0,1,2295.0
SO72592,BK-M68S-38,22800,2013-12-08,2013-12-15,2013-12-20,2320.0,1,2320.0
SO72593,BK-M68B-38,17778,2013-12-08,2013-12-15,2013-12-20,2295.0,1,2295.0
SO72594,BK-M68S-46,19340,2013-12-08,2013-12-15,2013-12-20,2320.0,1,2320.0
SO72595,BK-M18B-52,16259,2013-12-08,2013-12-15,2013-12-20,540.0,1,540.0
SO72596,PK-7098,11503,2013-12-08,2013-12-15,2013-12-20,2.0,1,2.0
SO72597,CA-1098,12963,2013-12-08,2013-12-15,2013-12-20,9.0,1,9.0
SO72598,TT-T092,28337,2013-12-08,2013-12-15,2013-12-20,5.0,1,5.0
SO72599,TT-R982,11194,2013-12-08,2013-12-15,2013-12-20,4.0,1,4.0
SO72600,TT-T092,27390,2013-12-08,2013-12-15,2013-12-20,5.0,1,5.0
SO72601,TI-R628,11501,2013-12-08,2013-12-15,2013-12-20,25.0,1,25.0
SO72602,TI-M267,26072,2013-12-08,2013-12-15,2013-12-20,25.0,1,25.0
SO72603,BC-M005,21497,2013-12-08,2013-12-15,2013-12-20,10.0,1,10.0
SO72604,BC-M005,20433,2013-12-08,2013-12-15,2013-12-20,10.0,1,10.0
SO72605,SH-W890-M,19878,2013-12-08,2013-12-15,2013-12-20,70.0,1,70.0
SO72606,SH-W890-S,18993,2013-12-08,2013-12-15,2013-12-20,70.0,1,70.0
SO72607,TT-M928,15412,2013-12-08,2013-12-15,2013-12-20,5.0,1,5.0
SO72608,WB-H098,16748,2013-12-08,2013-12-15,2013-12-20,5.0,1,5.0
SO72609,FE-6654,20202,2013-12-08,2013-12-15,2013-12-20,22.0,1,22.0
SO72610,TT-R982,14177,2013-12-08,2013-12-15,2013-12-20,4.0,1,4.0
SO72611,TI-R092,25302,2013-12-08,2013-12-15,2013-12-20,21.0,1,21.0
SO72612,TT-T092,16189,2013-12-08,2013-12-15,2013-12-20,5.0,1,5.0
SO72613,TT-T092,13533,2013-12-08,2013-12-15,2013-12-20,5.0,1,5.0
SO72614,TT-M928,12530,2013-12-08,2013-12-15,2013-12-20,5.0,1,5.0
SO72615,TT-M928,15761,2013-12-08,2013-12-15,2013-12-20,5.0,1,5.0
SO72616,BK-M18B-44,20012,2013-12-08,2013-12-15,2013-12-20,540.0,1,540.0
SO72617,BK-M38S-38,15503,2013-12-08,2013-12-15,2013-12-20,769.0,1,769.0
SO72618,BK-M68B-38,13724,2013-12-08,2013-12-15,2013-12-20,2295.0,1,2295.0
SO72619,BK-M68B-42,18422,2013-12-08,2013-12-15,2013-12-20,2295.0,1,2295.0
SO72620,BK-M68B-46,18428,2013-12-08,2013-12-15,2013-12-20,2295.0,1,2295.0
SO72621,BK-T18U-58,21055,2013-12-08,2013-12-15,2013-12-20,742.0,1,742.0
SO72622,BK-R64Y-40,27698,2013-12-08,2013-12-15,2013-12-20,1120.0,1,1120.0
SO72623,BK-R64Y-42,27713,2013-12-08,2013-12-15,2013-12-20,1120.0,1,1120.0
SO72624,BK-M68S-46,16623,2013-12-08,2013-12-15,2013-12-20,2320.0,1,2320.0
SO72625,BK-M68B-46,14048,2013-12-08,2013-12-15,2013-12-20,2295.0,1,2295.0
SO72626,BK-M38S-40,15575,2013-12-08,2013-12-15,2013-12-20,769.0,1,769.0
SO72627,BK-T18U-54,26645,2013-12-08,2013-12-15,2013-12-20,742.0,1,742.0
SO72628,BK-T44U-50,26285,2013-12-08,2013-12-15,2013-12-20,1215.0,1,1215.0
SO72629,BK-T79U-54,15889,2013-12-08,2013-12-15,2013-12-20,2384.0,1,2384.0
SO72630,BK-R19B-48,24325,2013-12-08,2013-12-15,2013-12-20,540.0,1,540.0
SO72631,BK-R64Y-44,22245,2013-12-08,2013-12-15,2013-12-20,1120.0,1,1120.0
SO72632,BK-R64Y-42,21926,2013-12-08,2013-12-15,2013-12-20,1120.0,1,1120.0
SO72633,BK-R64Y-44,21928,2013-12-08,2013-12-15,2013-12-20,1120.0,1,1120.0
SO72634,BK-R79Y-42,19156,2013-12-08,2013-12-15,2013-12-20,1701.0,1,1701.0
SO72635,BK-R79Y-42,19108,2013-12-08,2013-12-15,2013-12-20,1701.0,1,1701.0
SO72636,BK-R79Y-44,14731,2013-12-08,2013-12-15,2013-12-20,1701.0,1,1701.0
SO72637,BK-T79U-60,29392,2013-12-08,2013-12-15,2013-12-20,2384.0,1,2384.0
SO72638,BK-R19B-52,28134,2013-12-08,2013-12-15,2013-12-20,540.0,1,540.0
SO72639,BK-T44U-46,13134,2013-12-08,2013-12-15,2013-12-20,1215.0,1,1215.0
SO72640,BK-T79U-50,13638,2013-12-08,2013-12-15,2013-12-20,2384.0,1,2384.0
SO72641,TI-M267,14034,2013-12-09,2013-12-16,2013-12-21,25.0,1,25.0
SO72642,TT-R982,15805,2013-12-09,2013-12-16,2013-12-21,4.0,1,4.0
SO72643,FE-6654,18745,2013-12-09,2013-12-16,2013-12-21,22.0,1,22.0
SO72644,TI-M823,22849,2013-12-09,2013-12-16,2013-12-21,35.0,1,35.0
SO72645,BC-M005,11102,2013-12-09,2013-12-16,2013-12-21,10.0,1,10.0
SO72646,BK-R89B-58,15095,2013-12-09,2013-12-16,2013-12-21,2443.0,1,2443.0
SO72647,BC-R205,19952,2013-12-09,2013-12-16,2013-12-21,9.0,1,9.0
SO72648,BK-M68S-46,27324,2013-12-09,2013-12-16,2013-12-21,2320.0,1,2320.0
SO72649,BK-M68B-46,13572,2013-12-09,2013-12-16,2013-12-21,2295.0,1,2295.0
SO72650,BK-M68S-42,17834,2013-12-09,2013-12-16,2013-12-21,2320.0,1,2320.0
SO72651,BK-M38S-46,17978,2013-12-09,2013-12-16,2013-12-21,769.0,1,769.0
SO72652,BK-M38S-38,14834,2013-12-09,2013-12-16,2013-12-21,769.0,1,769.0
SO72653,BK-M68S-38,17780,2013-12-09,2013-12-16,2013-12-21,2320.0,1,2320.0
SO72654,BK-M68S-38,19476,2013-12-09,2013-12-16,2013-12-21,2320.0,1,2320.0
SO72655,BK-M68S-46,14991,2013-12-09,2013-12-16,2013-12-21,2320.0,1,2320.0
SO72656,BK-M68B-46,15614,2013-12-09,2013-12-16,2013-12-21,2295.0,1,2295.0
SO72657,BK-M68S-38,21537,2013-12-09,2013-12-16,2013-12-21,2320.0,1,2320.0
SO72658,BK-M68B-38,21833,2013-12-09,2013-12-16,2013-12-21,2295.0,1,2295.0
SO72659,BK-M68B-42,21835,2013-12-09,2013-12-16,2013-12-21,2295.0,1,2295.0
SO72660,BK-M18S-48,19322,2013-12-09,2013-12-16,2013-12-21,565.0,1,565.0
SO72661,BK-M18S-52,16051,2013-12-09,2013-12-16,2013-12-21,565.0,1,565.0
SO72662,BK-M18B-48,19302,2013-12-09,2013-12-16,2013-12-21,540.0,1,540.0
SO72663,SJ-0194-X,11682,2013-12-09,2013-12-16,2013-12-21,54.0,1,54.0
SO72664,TI-R092,11507,2013-12-09,2013-12-16,2013-12-21,21.0,1,21.0
SO72665,TT-R982,24993,2013-12-09,2013-12-16,2013-12-21,4.0,1,4.0
SO72666,TI-M267,11827,2013-12-09,2013-12-16,2013-12-21,25.0,1,25.0
SO72667,TI-M602,17579,2013-12-09,2013-12-16,2013-12-21,30.0,1,30.0
SO72668,BC-M005,20532,2013-12-09,2013-12-16,2013-12-21,10.0,1,10.0
SO72669,BC-M005,11845,2013-12-09,2013-12-16,2013-12-21,10.0,1,10.0
SO72670,BC-M005,13941,2013-12-09,2013-12-16,2013-12-21,10.0,1,10.0
SO72671,SH-W890-S,18833,2013-12-09,2013-12-16,2013-12-21,70.0,1,70.0
SO72672,WB-H098,16917,2013-12-09,2013-12-16,2013-12-21,5.0,1,5.0
SO72673,TT-M928,16725,2013-12-09,2013-12-16,2013-12-21,5.0,1,5.0
SO72674,FE-6654,21308,2013-12-09,2013-12-16,2013-12-21,22.0,1,22.0
SO72675,TT-M928,19939,2013-12-09,2013-12-16,2013-12-21,5.0,1,5.0
SO72676,TI-M823,12751,2013-12-09,2013-12-16,2013-12-21,35.0,1,35.0
SO72677,TI-R628,14816,2013-12-09,2013-12-16,2013-12-21,25.0,1,25.0
SO72678,FE-6654,19054,2013-12-09,2013-12-16,2013-12-21,22.0,1,22.0
SO72679,TT-M928,20063,2013-12-09,2013-12-16,2013-12-21,5.0,1,5.0
SO72680,WB-H098,24575,2013-12-09,2013-12-16,2013-12-21,5.0,1,5.0
SO72681,TI-R092,25792,2013-12-09,2013-12-16,2013-12-21,21.0,1,21.0
SO72682,TT-R982,19485,2013-12-09,2013-12-16,2013-12-21,4.0,1,4.0
SO72683,TI-M823,11130,2013-12-09,2013-12-16,2013-12-21,35.0,1,35.0
SO72684,TI-M823,11230,2013-12-09,2013-12-16,2013-12-21,35.0,1,35.0
SO72685,TT-M928,11781,2013-12-09,2013-12-16,2013-12-21,5.0,1,5.0
SO72686,TI-M823,11676,2013-12-09,2013-12-16,2013-12-21,35.0,1,35.0
SO72687,TI-M823,14725,2013-12-09,2013-12-16,2013-12-21,35.0,1,35.0
SO72688,FE-6654,16370,2013-12-09,2013-12-16,2013-12-21,22.0,1,22.0
SO72689,CA-1098,13412,2013-12-09,2013-12-16,2013-12-21,9.0,1,9.0
SO72690,LJ-0192-S,12477,2013-12-09,2013-12-16,2013-12-21,50.0,1,50.0
SO72691,LJ-0192-X,12550,2013-12-09,2013-12-16,2013-12-21,50.0,1,50.0
SO72692,BK-M18B-52,20002,2013-12-09,2013-12-16,2013-12-21,540.0,1,540.0
SO72693,BK-M38S-40,15525,2013-12-09,2013-12-16,2013-12-21,769.0,1,769.0
SO72694,BK-M18S-48,14026,2013-12-09,2013-12-16,2013-12-21,565.0,1,565.0
SO72695,BK-M18B-52,20033,2013-12-09,2013-12-16,2013-12-21,540.0,1,540.0
SO72696,BK-M38S-42,15428,2013-12-09,2013-12-16,2013-12-21,769.0,1,769.0
SO72697,BK-M68S-38,18429,2013-12-09,2013-12-16,2013-12-21,2320.0,1,2320.0
SO72698,BK-M68S-42,18381,2013-12-09,2013-12-16,2013-12-21,2320.0,1,2320.0
SO72699,BK-T18Y-54,27899,2013-12-09,2013-12-16,2013-12-21,742.0,1,742.0
SO72700,BK-M68B-42,16659,2013-12-09,2013-12-16,2013-12-21,2295.0,1,2295.0
SO72701,BK-M68B-38,16661,2013-12-09,2013-12-16,2013-12-21,2295.0,1,2295.0
SO72702,BK-R79Y-48,24598,2013-12-09,2013-12-16,2013-12-21,1701.0,1,1701.0
SO72703,BK-R89R-58,22199,2013-12-09,2013-12-16,2013-12-21,2443.0,1,2443.0
SO72704,BK-R89R-58,22201,2013-12-09,2013-12-16,2013-12-21,2443.0,1,2443.0
SO72705,BK-R64Y-48,27743,2013-12-09,2013-12-16,2013-12-21,1120.0,1,1120.0
SO72706,BK-M18S-40,13022,2013-12-09,2013-12-16,2013-12-21,565.0,1,565.0
SO72707,BK-M68B-38,13973,2013-12-09,2013-12-16,2013-12-21,2295.0,1,2295.0
SO72708,BK-M68S-38,16637,2013-12-09,2013-12-16,2013-12-21,2320.0,1,2320.0
SO72709,BK-M38S-38,15582,2013-12-09,2013-12-16,2013-12-21,769.0,1,769.0
SO72710,BK-M68B-42,13109,2013-12-09,2013-12-16,2013-12-21,2295.0,1,2295.0
SO72711,BK-T18U-58,16820,2013-12-09,2013-12-16,2013-12-21,742.0,1,742.0
SO72712,BK-T79U-54,28131,2013-12-09,2013-12-16,2013-12-21,2384.0,1,2384.0
SO72713,BK-T79Y-46,28070,2013-12-09,2013-12-16,2013-12-21,2384.0,1,2384.0
SO72714,BK-R19B-48,24291,2013-12-09,2013-12-16,2013-12-21,540.0,1,540.0
SO72715,BK-R19B-44,22008,2013-12-09,2013-12-16,2013-12-21,540.0,1,540.0
SO72716,BK-R19B-52,24295,2013-12-09,2013-12-16,2013-12-21,540.0,1,540.0
SO72717,BK-R79Y-40,18979,2013-12-09,2013-12-16,2013-12-21,1701.0,1,1701.0
SO72718,BK-R79Y-40,19294,2013-12-09,2013-12-16,2013-12-21,1701.0,1,1701.0
SO72719,BK-R64Y-40,20966,2013-12-09,2013-12-16,2013-12-21,1120.0,1,1120.0
SO72720,BK-R64Y-42,20901,2013-12-09,2013-12-16,2013-12-21,1120.0,1,1120.0
SO72721,BK-R19B-52,14716,2013-12-09,2013-12-16,2013-12-21,540.0,1,540.0
SO72722,BK-R19B-52,13607,2013-12-09,2013-12-16,2013-12-21,540.0,1,540.0
SO72723,BK-T79U-54,18177,2013-12-09,2013-12-16,2013-12-21,2384.0,1,2384.0
SO72724,BK-R19B-58,27986,2013-12-09,2013-12-16,2013-12-21,540.0,1,540.0
SO72725,BK-R19B-52,26918,2013-12-09,2013-12-16,2013-12-21,540.0,1,540.0
SO72726,BK-R19B-44,26921,2013-12-09,2013-12-16,2013-12-21,540.0,1,540.0
SO72727,BK-M18B-52,16685,2013-12-10,2013-12-17,2013-12-22,540.0,1,540.0
SO72728,BK-T79Y-54,13970,2013-12-10,2013-12-17,2013-12-22,2384.0,1,2384.0
SO72729,BK-T79U-50,14020,2013-12-10,2013-12-17,2013-12-22,2384.0,1,2384.0
SO72730,BK-T79U-54,14030,2013-12-10,2013-12-17,2013-12-22,2384.0,1,2384.0
SO72731,BK-T79U-46,14031,2013-12-10,2013-12-17,2013-12-22,2384.0,1,2384.0
SO72732,WB-H098,29193,2013-12-10,2013-12-17,2013-12-22,5.0,1,5.0
SO72733,TT-T092,28930,2013-12-10,2013-12-17,2013-12-22,5.0,1,5.0
SO72734,TT-R982,29061,2013-12-10,2013-12-17,2013-12-22,4.0,1,4.0
SO72735,RA-H123,13635,2013-12-10,2013-12-17,2013-12-22,120.0,1,120.0
SO72736,SJ-0194-S,17058,2013-12-10,2013-12-17,2013-12-22,54.0,1,54.0
SO72737,BK-M68S-38,20716,2013-12-10,2013-12-17,2013-12-22,2320.0,1,2320.0
SO72738,BK-M38S-40,16531,2013-12-10,2013-12-17,2013-12-22,769.0,1,769.0
SO72739,BK-M38S-38,16541,2013-12-10,2013-12-17,2013-12-22,769.0,1,769.0
SO72740,BK-M18S-44,16288,2013-12-10,2013-12-17,2013-12-22,565.0,1,565.0
SO72741,TT-R982,29131,2013-12-10,2013-12-17,2013-12-22,4.0,1,4.0
SO72742,TT-R982,29050,2013-12-10,2013-12-17,2013-12-22,4.0,1,4.0
SO72743,BC-M005,17371,2013-12-10,2013-12-17,2013-12-22,10.0,1,10.0
SO72744,TI-M602,23126,2013-12-10,2013-12-17,2013-12-22,30.0,1,30.0
SO72745,BC-M005,22007,2013-12-10,2013-12-17,2013-12-22,10.0,1,10.0
SO72746,BC-M005,21280,2013-12-10,2013-12-17,2013-12-22,10.0,1,10.0
SO72747,SH-W890-M,11019,2013-12-10,2013-12-17,2013-12-22,70.0,1,70.0
SO72748,WB-H098,25090,2013-12-10,2013-12-17,2013-12-22,5.0,1,5.0
SO72749,WB-H098,17273,2013-12-10,2013-12-17,2013-12-22,5.0,1,5.0
SO72750,WB-H098,16648,2013-12-10,2013-12-17,2013-12-22,5.0,1,5.0
SO72751,WB-H098,17131,2013-12-10,2013-12-17,2013-12-22,5.0,1,5.0
SO72752,TT-M928,15360,2013-12-10,2013-12-17,2013-12-22,5.0,1,5.0
SO72753,FE-6654,13857,2013-12-10,2013-12-17,2013-12-22,22.0,1,22.0
SO72754,FE-6654,13475,2013-12-10,2013-12-17,2013-12-22,22.0,1,22.0
SO72755,FE-6654,13727,2013-12-10,2013-12-17,2013-12-22,22.0,1,22.0
SO72756,TI-R628,21824,2013-12-10,2013-12-17,2013-12-22,25.0,1,25.0
SO72757,TI-R982,12824,2013-12-10,2013-12-17,2013-12-22,33.0,1,33.0
SO72758,FE-6654,19055,2013-12-10,2013-12-17,2013-12-22,22.0,1,22.0
SO72759,TI-R628,16403,2013-12-10,2013-12-17,2013-12-22,25.0,1,25.0
SO72760,TT-R982,25789,2013-12-10,2013-12-17,2013-12-22,4.0,1,4.0
SO72761,WB-H098,24699,2013-12-10,2013-12-17,2013-12-22,5.0,1,5.0
SO72762,TT-T092,16038,2013-12-10,2013-12-17,2013-12-22,5.0,1,5.0
SO72763,TT-T092,25475,2013-12-10,2013-12-17,2013-12-22,5.0,1,5.0
SO72764,FE-6654,16497,2013-12-10,2013-12-17,2013-12-22,22.0,1,22.0
SO72765,TT-M928,14586,2013-12-10,2013-12-17,2013-12-22,5.0,1,5.0
SO72766,FE-6654,17509,2013-12-10,2013-12-17,2013-12-22,22.0,1,22.0
SO72767,BK-M68S-38,18578,2013-12-10,2013-12-17,2013-12-22,2320.0,1,2320.0
